NA	chr1	450674	450874
NA	chr1	685715	685915
NA	chr1	685916	686116
NA	chr1	686117	686317
NA	chr1	686318	686518
NA	chr1	686519	686719
NA	chr1	1387953	1388065
NA	chr1	1390229	1390371
NA	chr1	1390458	1390563
NA	chr1	1390765	1390865
NA	chr1	1393395	1393460
NA	chr1	1395393	1395514
NA	chr1	1398232	1398342
NA	chr1	1398596	1398671
NA	chr1	1402082	1402256
NA	chr1	1405808	1405886
NA	chr1	1754283	1754383
NA	chr1	1754543	1754698
NA	chr1	1755373	1755476
NA	chr1	1756257	1756343
NA	chr1	1756502	1756608
NA	chr1	1765227	1765406
NA	chr1	1787330	1787437
NA	chr1	1789052	1789252
NA	chr1	1789253	1789453
NA	chr1	1790394	1790594
NA	chr1	1793244	1793311
NA	chr1	1804418	1804581
NA	chr1	1806474	1806538
NA	chr1	1815755	1815862
NA	chr1	1817836	1817875
NA	chr1	1825396	1825453
NA	chr1	1915280	1915307
NA	chr1	2146026	2146108
NA	chr1	2148871	2148924
NA	chr1	2150789	2150978
NA	chr1	2372480	2372591
NA	chr1	2374460	2374557
NA	chr1	2385806	2385897
NA	chr1	2387418	2387529
NA	chr1	2388238	2388337
NA	chr1	2389924	2389996
NA	chr1	2395790	2395871
NA	chr1	2397115	2397220
NA	chr1	2399414	2399514
NA	chr1	2400856	2400935
NA	chr1	2402206	2402342
NA	chr1	2403034	2403124
NA	chr1	2405765	2405834
NA	chr1	3625072	3625272
NA	chr1	3625273	3625473
NA	chr1	3625423	3625515
NA	chr1	3625712	3625889
NA	chr1	3627499	3627653
NA	chr1	3628408	3628603
NA	chr1	3630974	3631117
NA	chr1	3631465	3631657
NA	chr1	3632212	3632338
NA	chr1	3633397	3633503
NA	chr1	3634996	3635074
NA	chr1	3635159	3635294
NA	chr1	3635943	3636030
NA	chr1	3636994	3637098
NA	chr1	3638749	3638822
NA	chr1	3646665	3646782
NA	chr1	3647407	3647560
NA	chr1	3761280	3761430
NA	chr1	3766534	3766612
NA	chr1	3767232	3767432
NA	chr1	3767433	3767633
NA	chr1	3781087	3781287
NA	chr1	3781288	3781488
NA	chr1	3781511	3781601
NA	chr1	3782660	3782763
NA	chr1	3783995	3784111
NA	chr1	3815401	3815517
NA	chr1	3816279	3816370
NA	chr1	3823173	3823241
NA	chr1	3869604	3869775
NA	chr1	4655425	4655454
NA	chr1	4711899	4712099
NA	chr1	4712100	4712300
NA	chr1	4712301	4712501
NA	chr1	4712502	4712702
NA	chr1	4769852	4769940
NA	chr1	5863889	5864033
NA	chr1	5864337	5864517
NA	chr1	5865101	5865273
NA	chr1	5866372	5866458
NA	chr1	5867029	5867115
NA	chr1	5867739	5867896
NA	chr1	5873251	5873335
NA	chr1	5874470	5874657
NA	chr1	5874873	5875073
NA	chr1	5875074	5875274
NA	chr1	5877092	5877292
NA	chr1	5877293	5877493
NA	chr1	5880113	5880239
NA	chr1	5887285	5887466
NA	chr1	5890867	5891028
NA	chr1	5904616	5904804
NA	chr1	5909151	5909213
NA	chr1	5948069	5948251
NA	chr1	5961793	5961949
NA	chr1	5967298	5967363
NA	chr1	5969086	5969259
NA	chr1	5978269	5978413
NA	chr1	5986154	5986289
NA	chr1	6073732	6073770
NA	chr1	6082194	6082274
NA	chr1	6085203	6085248
NA	chr1	6087466	6087511
NA	chr1	6131630	6131748
NA	chr1	6134127	6134259
NA	chr1	6134717	6134859
NA	chr1	6135229	6135403
NA	chr1	6136516	6136638
NA	chr1	6136727	6136865
NA	chr1	6142127	6142327
NA	chr1	6142328	6142528
NA	chr1	6142413	6142605
NA	chr1	6143822	6143931
NA	chr1	6144023	6144155
NA	chr1	6146211	6146411
NA	chr1	6146412	6146612
NA	chr1	6146664	6146864
NA	chr1	6146865	6147065
NA	chr1	6148853	6149053
NA	chr1	6149054	6149254
NA	chr1	6149245	6149412
NA	chr1	6151031	6151155
NA	chr1	6152411	6152536
NA	chr1	6192929	6193054
NA	chr1	6197651	6197756
NA	chr1	6212681	6212733
NA	chr1	6218288	6218369
NA	chr1	6219235	6219407
NA	chr1	6225079	6225262
NA	chr1	6231901	6232101
NA	chr1	6232102	6232302
NA	chr1	6233473	6233643
NA	chr1	6234885	6234974
NA	chr1	6235716	6235911
NA	chr1	6244365	6244446
NA	chr1	6244547	6244629
NA	chr1	6327298	6327413
NA	chr1	6477528	6477571
NA	chr1	6555373	6555564
NA	chr1	6580609	6580809
NA	chr1	6580810	6581010
NA	chr1	6581011	6581211
NA	chr1	6581212	6581412
NA	chr1	6586694	6586787
NA	chr1	6587204	6587291
NA	chr1	6587477	6587632
NA	chr1	6588059	6588196
NA	chr1	6588277	6588442
NA	chr1	6588755	6588844
NA	chr1	6588915	6589115
NA	chr1	6589116	6589316
NA	chr1	6595484	6595557
NA	chr1	6616756	6616858
NA	chr1	6619802	6620002
NA	chr1	6620003	6620203
NA	chr1	6620204	6620404
NA	chr1	6621410	6621610
NA	chr1	6621611	6621811
NA	chr1	6628498	6628691
NA	chr1	6630287	6630353
NA	chr1	6632390	6632495
NA	chr1	6820180	6820250
NA	chr1	6825091	6825210
NA	chr1	7640399	7640553
NA	chr1	7663352	7663552
NA	chr1	7663553	7663753
NA	chr1	7663754	7663954
NA	chr1	7663955	7664155
NA	chr1	7664156	7664356
NA	chr1	7664357	7664557
NA	chr1	7664558	7664758
NA	chr1	7664759	7664959
NA	chr1	7664960	7665160
NA	chr1	7665161	7665361
NA	chr1	7670910	7671037
NA	chr1	7677598	7677733
NA	chr1	7732447	7732599
NA	chr1	7778117	7778169
NA	chr1	7779625	7779645
NA	chr1	7784877	7785005
NA	chr1	7937689	7937756
NA	chr1	7962785	7962875
NA	chr1	7965323	7965425
NA	chr1	7969344	7969404
NA	chr1	8325297	8325390
NA	chr1	8330208	8330408
NA	chr1	8330409	8330609
NA	chr1	8330610	8330810
NA	chr1	8330811	8331011
NA	chr1	8335436	8335590
NA	chr1	8337815	8337992
NA	chr1	8339492	8339692
NA	chr1	8339693	8339893
NA	chr1	8343746	8343946
NA	chr1	8343947	8344147
NA	chr1	8355086	8355120
NA	chr1	8356099	8356246
NA	chr1	8365811	8365974
NA	chr1	8422726	8422807
NA	chr1	9004751	9004879
NA	chr1	9007309	9007385
NA	chr1	9018222	9018375
NA	chr1	9019208	9019333
NA	chr1	9022917	9023078
NA	chr1	9024975	9025074
NA	chr1	9026294	9026345
NA	chr1	9037585	9037785
NA	chr1	9037786	9037986
NA	chr1	9037896	9038024
NA	chr1	9041784	9041937
NA	chr1	9047609	9047734
NA	chr1	9057447	9057608
NA	chr1	9058151	9058250
NA	chr1	9069503	9069536
NA	chr1	9104418	9104618
NA	chr1	9104619	9104819
NA	chr1	9105485	9105680
NA	chr1	9111275	9111475
NA	chr1	9111476	9111676
NA	chr1	9244934	9245134
NA	chr1	9245135	9245335
NA	chr1	9245336	9245536
NA	chr1	9245537	9245737
NA	chr1	9246965	9247083
NA	chr1	9262058	9262258
NA	chr1	9262259	9262459
NA	chr1	9263508	9263708
NA	chr1	9263709	9263909
NA	chr1	9263910	9264110
NA	chr1	9264111	9264311
NA	chr1	9264312	9264512
NA	chr1	9264513	9264713
NA	chr1	9264714	9264914
NA	chr1	9355891	9356091
NA	chr1	9356092	9356292
NA	chr1	9356293	9356493
NA	chr1	9356494	9356694
NA	chr1	9539691	9539747
NA	chr1	9553625	9553805
NA	chr1	9567283	9567361
NA	chr1	9573345	9573412
NA	chr1	9579953	9580153
NA	chr1	9580154	9580354
NA	chr1	9602068	9602268
NA	chr1	9602269	9602469
NA	chr1	9710455	9710596
NA	chr1	9722527	9722606
NA	chr1	9723124	9723292
NA	chr1	9723968	9724092
NA	chr1	9724275	9724421
NA	chr1	9724803	9724936
NA	chr1	9726908	9727046
NA	chr1	9730507	9730705
NA	chr1	9731205	9731390
NA	chr1	9731760	9731896
NA	chr1	9733971	9734142
NA	chr1	9871186	9871277
NA	chr1	9871968	9872064
NA	chr1	9932802	9932898
NA	chr1	9934761	9934860
NA	chr1	9935491	9935627
NA	chr1	10033670	10033694
NA	chr1	10137066	10137205
NA	chr1	10144939	10145039
NA	chr1	10149183	10149282
NA	chr1	10271501	10271579
NA	chr1	10272240	10272306
NA	chr1	10275427	10275503
NA	chr1	10276320	10276399
NA	chr1	10277985	10278128
NA	chr1	10347760	10347827
NA	chr1	10399117	10399125
NA	chr1	10399628	10399704
NA	chr1	10404160	10404279
NA	chr1	10472322	10472458
NA	chr1	10495273	10495321
NA	chr1	10536212	10536297
NA	chr1	10599237	10599366
NA	chr1	10618331	10618417
NA	chr1	10623018	10623121
NA	chr1	10624339	10624437
NA	chr1	10954989	10955186
NA	chr1	10957022	10957107
NA	chr1	10957615	10957753
NA	chr1	10958713	10958752
NA	chr1	10964127	10964271
NA	chr1	10966357	10966482
NA	chr1	10969969	10970089
NA	chr1	11043338	11043535
NA	chr1	11059776	11059943
NA	chr1	11066717	11066748
NA	chr1	11068007	11068084
NA	chr1	11068644	11068706
NA	chr1	11069558	11069730
NA	chr1	11070899	11070973
NA	chr1	11079710	11079822
NA	chr1	11099720	11099831
NA	chr1	11502677	11502877
NA	chr1	11502878	11503078
NA	chr1	11514389	11514526
NA	chr1	11515368	11515503
NA	chr1	11516000	11516161
NA	chr1	11517462	11517602
NA	chr1	11519354	11519503
NA	chr1	11526650	11526835
NA	chr1	11529555	11529686
NA	chr1	11529786	11529959
NA	chr1	11530906	11531033
NA	chr1	11531564	11531710
NA	chr1	11534380	11534540
NA	chr1	11535010	11535124
NA	chr1	11675081	11675174
NA	chr1	11675657	11675731
NA	chr1	11676847	11676948
NA	chr1	11677542	11677614
NA	chr1	11680352	11680471
NA	chr1	11680561	11680601
NA	chr1	11709274	11709465
NA	chr1	11711850	11711965
NA	chr1	11712339	11712429
NA	chr1	11715118	11715208
