chr1	585988	649620
chr1	143541794	143542669
chr1	143542670	143542702
chr1	143542703	143548436
chr1	143548436	143555021
chr1	143555022	143555055
chr1	143555056	143556025
chr1	143556033	143564560
chr1	143564561	143564598
chr1	143564599	143564773
chr1	143564790	143571938
chr1	143571938	143583439
chr1	143583439	143587365
chr1	143587375	143589009
chr1	143589009	143590060
chr1	143590060	143592203
chr1	143592205	143605860
chr1	143605861	143605894
chr1	143605895	143615172
chr1	143615172	143619297
chr1	143619297	143636217
chr1	143636217	143639593
chr1	143639600	143639654
chr1	143639656	143642200
chr1	143642201	143646053
chr1	143646053	143660928
chr1	143660946	143662152
chr1	143662158	143684148
chr1	143684149	143690976
chr1	143690976	143691059
chr1	143691059	143695112
chr1	143695113	143704131
chr1	143704133	143704678
chr1	143704678	143708738
chr1	143708739	143712723
chr1	143712723	143714055
chr1	143714055	143717246
chr1	143717247	143722822
chr1	143722823	143723801
chr1	143723809	143723901
chr1	143723901	143729573
chr1	143729574	143729662
chr1	143729666	143731746
chr1	143731746	143734394
chr1	143734395	143734437
chr1	143734438	143734837
chr1	143734837	143735255
chr1	143735256	143739630
chr1	143739631	143739680
chr1	143739681	143739950
chr1	143739950	143743001
chr1	143743005	143750261
chr1	143750262	143754144
chr1	143754145	143756110
chr1	143756111	143756129
chr1	143756130	143762987
chr1	143762988	143766055
chr1	143766057	143774732
chr1	143774733	143776610
chr1	143776611	143779873
chr1	143779877	143788861
chr1	121005701	121005746
chr1	143788910	143789232
chr1	143789233	143797574
chr1	143797584	143799011
chr1	143799017	143799046
chr1	143799050	143800032
chr1	143800033	143800138
chr1	143800139	143800212
chr1	143800280	143801841
chr1	143801842	143803971
chr1	143803971	143807391
chr1	143807391	143807412
chr1	143807413	143809027
chr1	143809027	143809577
chr1	143809585	143810160
chr1	143810163	143812184
chr1	143812185	143812222
chr1	143812223	143812294
chr1	143812295	143812310
chr1	143812311	143817750
chr1	143817753	143818163
chr1	143818164	143818193
chr1	143818194	143821835
chr1	143821835	143824539
chr1	143824539	143828126
chr1	143828126	143829213
chr1	143829214	143829234
chr1	143829235	143836518
chr1	143836528	143839664
chr1	143839677	143842916
chr1	143842916	143844349
chr1	143844349	143846866
chr1	143846866	143847317
chr1	143847318	143847340
chr1	143847341	143849364
chr1	143849365	143851149
chr1	143851150	143851986
chr1	143851986	143856412
chr1	143856416	143856957
chr1	143856958	143856997
chr1	143856998	143857297
chr1	143857300	143857451
chr1	143857451	143857977
chr1	143857980	143862192
chr1	143862207	143864891
chr1	143864893	143865090
chr1	143865093	143866123
chr1	143866123	143876533
chr1	143876534	143876754
chr1	143876754	143877470
chr1	143877475	143883669
chr1	143883669	143883703
chr1	143883704	143884650
chr1	143884667	143885781
chr1	143885797	143887353
chr1	143887353	143893443
chr1	143893443	143893483
chr1	143893483	143896588
chr1	143896591	143911731
chr1	143911731	143912039
chr1	143912052	143914570
chr1	143914570	143918297
chr1	143918297	143920581
chr1	143920581	143920708
chr1	143920709	143921753
chr1	143921753	143925215
chr1	143925215	143929829
chr1	224003298	224024298
chr1	228548299	228556410
chr1	228608364	228660253
chr10	38481782	38529907
chr10	38575704	38832508
chr10	41693521	41884640
chr10	42097571	42097641
chr1	125169943	125170022
chr10	42101500	42104659
chr11	4188770	4328770
chr11	48744448	48957448
chr11	50681829	50818829
chr11	54525279	54575279
chr11	55142524	55262524
chr11	55569712	55699321
chr12	10000	45738
chr12	37576198	37776198
chr14	18655244	18712536
chr14	18903262	18904009
chr14	18904010	18904037
chr14	18904038	18906267
chr14	18906267	18912703
chr14	18912704	18912726
chr14	18912727	18913027
chr14	18913027	18913155
chr14	18913156	18913185
chr14	18913186	18913238
chr14	18913249	18913736
chr14	18913737	18913753
chr14	18913754	18913810
chr14	18913811	18913877
chr14	18913877	18914483
chr14	18914484	18914520
chr14	18914521	18915529
chr14	18915530	18915576
chr14	18915581	18916422
chr14	18916423	18916458
chr14	18916459	18917278
chr14	18917278	18917598
chr14	18917609	18918611
chr14	18918612	18918641
chr14	18918642	18919652
chr14	18919653	18919721
chr14	18919722	18920541
chr14	18920544	18921845
chr14	18921845	18922881
chr14	18922886	18922935
chr14	18922936	18925163
chr14	18925163	18928156
chr14	18928158	18928626
chr14	18928627	18930347
chr14	18930348	18930832
chr14	18930833	18930869
chr14	18930870	18931143
chr14	18931158	18934598
chr14	18934599	18934637
chr14	18934638	18935823
chr14	18935823	18938353
chr14	18938354	18943119
chr14	18943119	18944093
chr14	18944094	18944112
chr14	18944113	18947238
chr14	18947239	18947324
chr14	18947325	18947677
chr14	18947678	18947746
chr14	18947747	18948669
chr14	18948670	18948690
chr14	18948691	18949205
chr14	18949206	18949254
chr14	18949255	18949579
chr14	18949580	18949660
chr14	18949661	18950314
chr14	18950316	18950377
chr14	18950381	18950494
chr14	18950495	18950558
chr14	18950559	18950794
chr14	18950795	18950830
chr14	18950831	18951310
chr14	18951311	18951337
chr14	18951338	18951701
chr14	18951719	18951832
chr14	18951833	18951842
chr14	18951842	18951914
chr14	18951915	18952117
chr14	18952120	18953590
chr14	18953602	18954164
chr14	18954171	18955266
chr14	18955266	18956159
chr14	18956160	18956216
chr14	18956217	18957073
chr14	18957074	18958617
chr14	19443181	19443336
chr14	18958617	18958916
chr14	18958917	18958954
chr14	18958955	18959118
chr14	18959119	18959159
chr14	18959160	18960285
chr14	18960286	18962709
chr14	18962709	18963045
chr14	18963046	18963065
chr14	18963066	18963338
chr14	18963353	18963419
chr14	18963419	18963695
chr14	18963695	18965557
chr14	18965558	18966126
chr14	18966126	18966743
chr14	18966743	18966881
chr14	18966895	18967018
chr14	18967019	18967076
chr14	18967097	18967113
chr14	18967126	18967173
chr14	18967175	18968467
chr14	18968469	18968793
chr14	18968794	18968822
chr14	18968823	18969305
chr14	18969307	18969317
chr14	18969319	18969354
chr14	18969354	18969379
chr14	18969380	18970513
chr14	18970514	18970834
chr14	18970835	18970863
chr14	18970864	18972686
chr14	18972687	18972697
chr14	18972698	18975095
chr14	18975107	18975439
chr14	18975448	18976185
chr14	18976186	18976220
chr14	18976224	18976790
chr14	18976794	18976839
chr14	18976840	18976922
chr14	18976935	18977074
chr14	18977084	18977277
chr14	18977281	18977316
chr14	18977317	18981795
chr14	18981796	18981832
chr14	18981833	18982751
chr14	18982752	18985525
chr14	18985525	18985868
chr14	18985869	18985929
chr14	18985930	18985986
chr14	18985994	18986333
chr14	18986351	18986721
chr14	18986722	18986744
chr14	18986745	18987018
chr14	18987018	18987424
chr14	18987435	18991151
chr14	18991152	18995121
chr14	18995122	18995158
chr14	18995159	18996194
chr14	18996203	18999463
chr14	18999464	18999483
chr14	18999484	19001690
chr14	19001691	19001736
chr14	19001737	19002101
chr14	19399648	19399674
chr14	19002127	19004131
chr14	19004132	19004203
chr14	19004204	19004255
chr14	19004270	19008222
chr14	19008223	19008291
chr14	19008292	19008503
chr14	19008509	19009326
chr14	19009327	19009372
chr14	19009373	19009507
chr14	19009529	19009586
chr14	19009587	19009616
chr14	19009617	19009673
chr14	19009677	19009695
chr14	19009696	19010052
chr14	19010052	19010081
chr14	19010082	19010748
chr14	19010749	19010780
chr14	19010781	19010990
chr14	19011006	19011102
chr14	19389525	19390690
chr14	19011102	19011696
chr14	19011697	19011737
chr14	19011741	19011903
chr14	19011916	19012574
chr14	19012575	19012611
chr14	19387387	19388016
chr14	19012612	19012670
chr14	19012671	19012745
chr14	19012746	19012853
chr14	19012854	19012874
chr14	19012875	19013481
chr14	19013482	19013524
chr14	19013525	19013896
chr14	19013897	19013944
chr14	19013948	19014175
chr14	19014175	19014471
chr14	19014476	19014945
chr14	19014946	19014986
chr14	19014987	19015551
chr14	19015552	19015571
chr14	19015572	19016365
chr14	19016366	19016407
chr14	19016408	19016610
chr14	19016611	19016639
chr14	19016640	19016781
chr14	19016782	19016792
chr14	19016799	19016851
chr14	19016852	19017097
chr14	19017114	19017620
chr14	19017622	19017721
chr14	19017728	19018272
chr14	19018272	19018297
chr14	19018297	19018392
chr14	19018393	19018859
chr14	19018870	19019606
chr14	19019607	19019649
chr14	19019649	19019705
chr14	19019706	19019772
chr14	19019772	19019827
chr14	19019828	19019876
chr14	19019877	19020360
chr14	19020361	19020380
chr14	19020381	19020951
chr14	19020952	19020984
chr14	19020985	19021320
chr14	19021320	19021919
chr14	19021927	19022315
chr14	19022316	19022513
chr14	19022514	19022595
chr14	19022596	19022628
chr14	19022630	19022679
chr14	19022680	19022860
chr14	19022860	19022897
chr14	19022898	19023081
chr14	19023093	19023216
chr14	19023220	19023229
chr14	19023233	19023281
chr14	19023281	19023289
chr14	19023294	19023316
